"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig"
"DDB_G0267212",22.1443452157951,0.0431679079786276,0.124635936260971,-0.163162453362873,0.870390527871959,0.961861688439218,"not sig."
"DDB_G0267354",594.889990064897,0.0672431678123609,0.126385827822176,0.604227640276445,0.545692306775405,0.834076642691764,"not sig."
"DDB_G0267370",24.3263994445056,0.0334297808190832,0.118086369234776,0.549622311770327,0.582578452193571,0.852286620049825,"not sig."
"DDB_G0267374",6026.21235933118,0.00979209083281542,0.0843059305381941,0.110473604671591,0.912033782141084,0.976487319180516,"not sig."
"DDB_G0267376",190.557110806499,0.037962645350508,0.109921999260387,0.134582913932659,0.892941651397307,0.970254478242607,"not sig."
"DDB_G0267380",36297.2417773145,-0.145768309866791,0.0990608782044585,-1.69445023887856,0.0901797598552487,0.435681965908129,"not sig."
"DDB_G0267382",46632.9268205305,0.132173938206541,0.108406275691137,1.10320243826408,0.269939262720742,0.648999523807087,"not sig."
"DDB_G0267384",105.485999671376,-0.270382029960468,0.125055191206374,-1.74491157008209,0.0810002630532555,0.415177227710154,"not sig."
"DDB_G0267386",14770.0872821367,0.0914902647868206,0.106279752119819,0.741637227194311,0.458307161955153,0.785174562576957,"not sig."
"DDB_G0267388",804.17610759708,-0.149282652179976,0.105356033847634,-1.64366772630406,0.1002448559224,0.452538653014253,"not sig."
"DDB_G0267390",6470.12822966389,-0.190682037059293,0.0885704833798775,-2.15098881409354,0.0314770825998683,0.280526231816119,"not sig."
"DDB_G0267392",66.0144044439794,-0.0271992911267977,0.1252199271661,-0.451860445033566,0.651369521543195,0.878476589614396,"not sig."
"DDB_G0267394",1467.20441750178,0.0118156558811135,0.108940562365088,0.416781898685113,0.676837943669085,0.890424427018535,"not sig."
"DDB_G0267396",430.406111063178,0.0456235744505234,0.106352007745771,0.464768309145262,0.642097384595584,0.875354456014024,"not sig."
"DDB_G0267398",7.85961848156229,0.0664087143496278,0.0909015617826446,-0.0473066982059524,0.962268789665126,0.989873411261106,"not sig."
"DDB_G0267400",71444.6355701588,0.00996246680509748,0.064135066801699,0.153325672727526,0.87814145612783,0.964421237767054,"not sig."
"DDB_G0267402",25430.6247998318,0.0490200229958479,0.115486635469207,0.0844041855510379,0.932735079575052,0.983762169136206,"not sig."
"DDB_G0267404",787.520121212788,-0.056510408890992,0.106612738877068,-0.391678020466091,0.695296132193934,0.897156299605077,"not sig."
"DDB_G0267406",267.293885665538,-0.182276185532776,0.10464541008468,-1.7289602635067,0.0838162071429088,0.420255613314334,"not sig."
"DDB_G0267408",2281.2337697881,-0.0966024872329756,0.117986462320347,-0.69003665230938,0.490171138347336,0.804466905764647,"not sig."
"DDB_G0267410",123.384710109522,-0.174896398267804,0.12561636236316,-1.67310306522927,0.094307008232388,0.44303119584127,"not sig."
"DDB_G0267414",602.211109336281,0.285375048194578,0.0804826177550216,3.57032456140162,0.000356539183838249,0.0229083444103946,"FDR 0.05"
"DDB_G0267416",5422.9473021735,0.21934643569689,0.107861340937819,1.8766647936565,0.0605640508101979,0.368167332822838,"not sig."
"DDB_G0267418",157557.326856067,0.0412964508739587,0.111851652900314,0.295211804638499,0.767832084847773,0.92960086236763,"not sig."
"DDB_G0267420",14325.3386328221,-0.11829044284194,0.115026136296125,-1.2783403271551,0.201129454488559,0.585055850667962,"not sig."
"DDB_G0267422",279.292190662484,0.136978471005136,0.0978045441517197,1.37279969070422,0.169814626946438,0.554243382083178,"not sig."
"DDB_G0267424",326.487519073271,-0.176055164451763,0.0997818729429396,-1.77513583164766,0.0758754618415326,0.403088391033142,"not sig."
"DDB_G0267426",3641.03451461765,-0.499040970223133,0.110071439744758,-4.57544865343769,4.7520050837263e-06,0.000969409037080166,"FDR 0.05"
"DDB_G0267428",126.439690088777,0.121672025337115,0.11588581029545,1.48993169642918,0.13624219637378,0.505547725279381,"not sig."
"DDB_G0267430",114.040820461908,-0.177050141335149,0.123335496502913,-1.31317628939334,0.189123551671344,0.575409463698049,"not sig."
"DDB_G0267432",103.771910054755,0.407700687884644,0.124473296841173,3.49395207403193,0.00047592644749441,0.027955513165717,"FDR 0.05"
"DDB_G0267436",17078.5507694285,0.113708199107469,0.0938703022580095,1.10197478868804,0.270472632280645,0.649660543591738,"not sig."
"DDB_G0267438",721.455445956159,0.0973148742214482,0.116182974608048,0.916337299673857,0.35949001023834,0.721695995324173,"not sig."
"DDB_G0267440",9.18948823993757,0.112915471536117,0.108935248788728,0.792556584735436,0.428036211898797,0.765667716905497,"not sig."
"DDB_G0267442",174.680486948272,0.0257083500974985,0.110218087794296,0.250419189689419,0.802263191053801,0.942264655159804,"not sig."
"DDB_G0267444",2172.83406251861,0.189392141298982,0.0862935316764338,2.24779998533435,0.0245889468165041,0.248940205983466,"not sig."
"DDB_G0267446",172.857645639945,-0.224218075455194,0.123154627224037,-1.68848179239717,0.0913187812194713,0.436615274492121,"not sig."
"DDB_G0267448",507.419566377363,0.0991964251160239,0.116519629068243,0.917257507528029,0.35900771836599,0.721556594085344,"not sig."
"DDB_G0267450",2370.82085891687,0.118001751445313,0.0903682887794864,1.28856454574877,0.197549515829119,0.582715279998621,"not sig."
"DDB_G0267452",6693.49497540751,0.125678717422014,0.0985111523213006,1.3365188912661,0.181379730003417,0.568866967992355,"not sig."
"DDB_G0267454",239774.129856485,0.0589978130956991,0.10245534434954,0.475816289874388,0.634205263479094,0.871013885577247,"not sig."
"DDB_G0267456",189.993276980282,0.265220650267405,0.126266291343998,-0.333883018330828,0.738467834594191,0.918018700932107,"not sig."
"DDB_G0267458",36.0884403757647,0.381249903850126,0.120896089818785,3.20559338224623,0.00134784304500197,0.0536507280352003,"FDR 0.1"
"DDB_G0267460",191.816653954786,0.0637966472338537,0.110423779879365,0.83165314377112,0.40560475577816,0.750611870223486,"not sig."
"DDB_G0267462",245.607268718536,-0.00854177002617715,0.117686198671881,0.259073132373092,0.795578814506202,0.940008101341641,"not sig."
"DDB_G0267464",1342.45301054769,0.0543961267098093,0.111973286036883,0.249035103106733,0.803333628254358,0.942264655159804,"not sig."
"DDB_G0267470",101.931303499111,-0.369625298798184,0.124964432501383,-3.08288961825083,0.00205001178969647,0.0665413423270769,"FDR 0.1"
"DDB_G0267472",1636.91118974077,-0.0668646918471184,0.0948341447879627,-0.667211265600736,0.504637196179764,0.813320071267406,"not sig."
"DDB_G0267476",14.7069671973645,0.0184030544512895,0.122901004582479,-0.513971309703686,0.607272049647694,0.862404976155197,"not sig."
"DDB_G0267480",606.239014703515,-0.0363461970224523,0.124055664426816,-0.0106234464265293,0.991523875546586,0.997513848410818,"not sig."
"DDB_G0267482",233.104882713989,-0.0632153793177395,0.122834600240383,-0.421070056658404,0.673703925967582,0.889240336256952,"not sig."
