"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig"
"DDB_G0270978",1025.65072829962,-1.19068325726264,0.167403864096675,-6.49043913669224,8.55865367168320e-11,1.6040390656201e-09,"FDR 0.05"
"DDB_G0270982",21.6988267454,0.432310864570403,0.251878397289407,1.1802690221768,0.237893234714292,0.384122016493789,"not sig."
"DDB_G0270984",153644.261965513,0.524509655035263,0.146134316400431,2.98601721449348,0.00282636732216572,0.0104602696448069,"FDR 0.05"
"DDB_G0270986",39.8689258837849,-0.506431931264565,0.229583398111847,-2.02200173574051,0.0431761725435444,0.102650715456369,"not sig."
"DDB_G0270988",22.9207997073863,-0.349082662571516,0.245519554695738,-1.70212991314094,0.0887310175289349,0.180870669584792,"not sig."
"DDB_G0270990",1741.8318241102,0.33969523358144,0.102602927847628,2.99226632886597,0.00276914567204935,0.0102933654797281,"FDR 0.05"
"DDB_G0270992",11011.8658797187,0.522880851823161,0.113723191842608,4.3894832449216,1.13620331781313e-05,8.37358174325825e-05,"FDR 0.05"
"DDB_G0270994",3301.01087651139,-0.19404220835646,0.0909337807725991,-2.08011013479794,0.0375154322261326,0.092080375715486,"FDR 0.1"
"DDB_G0270996",8.32424433123306,-0.895085062741437,0.333190673133955,-3.04610468746845,0.00231827102689644,0.00885784024228207,"FDR 0.05"
"DDB_G0271002",94.9205285392835,0.0923525419820511,0.147431267934888,0.744598655649393,0.45651438088541,0.610217707274295,"not sig."
"DDB_G0271010",50.1533661406581,0.0825197029986781,0.182275214167241,0.615169682991828,0.538442666984878,0.682075371522854,"not sig."
"DDB_G0271014",291.520356620374,-0.197999112793452,0.133939336505955,-1.39016633717156,0.16447837298252,0.290029556619572,"not sig."
"DDB_G0271016",109.918165689095,0.248889530593017,0.165315333929732,1.28752301363581,0.197912053497451,0.334582503821855,"not sig."
"DDB_G0271022",554.155971267132,0.792046250521011,0.114540276277384,6.75872857253823,1.39207902392455e-11,2.84104589257679e-10,"FDR 0.05"
"DDB_G0271024",36.1410482575467,-0.270607671774971,0.240334476849719,-0.87969974377759,0.379021988227877,0.535512844076332,"not sig."
"DDB_G0271032",15.9141411862037,-0.486073241894433,0.288553179862333,-1.59941792296827,0.109727772481298,0.212315674169088,"not sig."
"DDB_G0271034",93.6322116033934,-0.0154539480071374,0.199824713032895,0.776441038041232,0.437488621871855,0.591789655210687,"not sig."
"DDB_G0271040",24.7254973294301,0.108333280337989,0.235933375899557,0.778539330234207,0.436251129744123,0.590877883499968,"not sig."
"DDB_G0271042",26.9864657510872,0.439700903534028,0.277067353562001,1.4628014946385,0.143521703999518,0.261536653134988,"not sig."
"DDB_G0271044",134.619560372486,0.00842881650528289,0.175421577801647,0.153594551412466,0.877929433302836,0.930138999572248,"not sig."
"DDB_G0271050",66.2555768668944,-1.27284298311362,0.225087760455619,-5.05844703389654,4.22684615489847e-07,4.26632205375001e-06,"FDR 0.05"
"DDB_G0271052",1850.64176190595,0.0753516541239316,0.131565495215122,0.608220981739595,0.543040920544222,0.685579357662273,"not sig."
"DDB_G0271054",65.9845174254681,-0.177804715201528,0.199305116743375,-0.734435997482769,0.462683054230645,0.616184961634224,"not sig."
"DDB_G0271058",2115.57861660543,0.554044333333961,0.0842654501333097,6.40701368236508,1.48397506560058e-10,2.70363697574011e-09,"FDR 0.05"
"DDB_G0271066",52.0159708237082,-0.505436483970468,0.227717787819379,-3.08808254321778,0.00201452507337509,0.007881713305509,"FDR 0.05"
"DDB_G0271068",22.1559114262967,0.855083256940276,0.295975154433831,2.71108894037353,0.00670626351215441,0.0217307339237207,"FDR 0.05"
"DDB_G0271072",58.1015873030934,0.0833202288606943,0.175652951317087,0.65938812276303,0.509646567129634,0.659157838704693,"not sig."
